,id,date,speed,date_year,date_month,date_day,date_weekday,date_hour,date_quarter,date_weekofyear,date_dayofyear,a/pm,hour_section,work_hour,holiday
97,97,2017-01-05 01:00:00,49.33885926,2017,1,5,3,1,1,1,5,0,1,1,0
98,98,2017-01-05 02:00:00,47.11688238,2017,1,5,3,2,1,1,5,0,1,1,0
99,99,2017-01-05 03:00:00,49.39724077,2017,1,5,3,3,1,1,5,0,1,1,0
100,100,2017-01-05 04:00:00,48.08730374,2017,1,5,3,4,1,1,5,0,1,1,0
101,101,2017-01-05 05:00:00,47.36046548,2017,1,5,3,5,1,1,5,0,1,1,0
102,102,2017-01-05 06:00:00,44.20018536,2017,1,5,3,6,1,1,5,0,1,1,0
103,103,2017-01-05 07:00:00,31.60134478,2017,1,5,3,7,1,1,5,0,2,2,0
104,104,2017-01-05 08:00:00,16.46517421,2017,1,5,3,8,1,1,5,0,2,2,0
105,105,2017-01-05 09:00:00,17.96875426,2017,1,5,3,9,1,1,5,0,2,2,0
106,106,2017-01-05 10:00:00,25.75849717,2017,1,5,3,10,1,1,5,0,2,2,0
107,107,2017-01-05 11:00:00,20.21677059,2017,1,5,3,11,1,1,5,0,2,2,0
108,108,2017-01-05 12:00:00,15.45068766,2017,1,5,3,12,1,1,5,1,2,2,0
109,109,2017-01-05 13:00:00,24.11887946,2017,1,5,3,13,1,1,5,1,3,3,0
110,110,2017-01-05 14:00:00,18.52166955,2017,1,5,3,14,1,1,5,1,3,3,0
111,111,2017-01-05 15:00:00,16.46450885,2017,1,5,3,15,1,1,5,1,3,3,0
112,112,2017-01-05 16:00:00,18.17705224,2017,1,5,3,16,1,1,5,1,3,3,0
113,113,2017-01-05 17:00:00,18.76415651,2017,1,5,3,17,1,1,5,1,3,3,0
114,114,2017-01-05 18:00:00,12.73023552,2017,1,5,3,18,1,1,5,1,3,3,0
115,115,2017-01-05 19:00:00,27.26244377,2017,1,5,3,19,1,1,5,1,4,4,0
116,116,2017-01-05 20:00:00,39.24596273,2017,1,5,3,20,1,1,5,1,4,4,0
117,117,2017-01-05 21:00:00,46.42862783,2017,1,5,3,21,1,1,5,1,4,4,0
118,118,2017-01-05 22:00:00,41.54884046,2017,1,5,3,22,1,1,5,1,4,4,0
119,119,2017-01-05 23:00:00,46.01634705,2017,1,5,3,23,1,1,5,1,4,4,0
120,120,2017-01-06 00:00:00,48.24098615,2017,1,6,4,0,1,1,6,0,4,4,0
121,121,2017-01-06 01:00:00,49.06677181,2017,1,6,4,1,1,1,6,0,1,1,0
122,122,2017-01-06 02:00:00,49.18225728,2017,1,6,4,2,1,1,6,0,1,1,0
123,123,2017-01-06 03:00:00,48.76311408,2017,1,6,4,3,1,1,6,0,1,1,0
124,124,2017-01-06 04:00:00,46.94342278,2017,1,6,4,4,1,1,6,0,1,1,0
125,125,2017-01-06 05:00:00,45.73259343,2017,1,6,4,5,1,1,6,0,1,1,0
126,126,2017-01-06 06:00:00,42.42713524,2017,1,6,4,6,1,1,6,0,1,1,0
127,127,2017-01-06 07:00:00,23.34866211,2017,1,6,4,7,1,1,6,0,2,2,0
128,128,2017-01-06 08:00:00,12.19279364,2017,1,6,4,8,1,1,6,0,2,2,0
129,129,2017-01-06 09:00:00,22.46146723,2017,1,6,4,9,1,1,6,0,2,2,0
130,130,2017-01-06 10:00:00,19.90455086,2017,1,6,4,10,1,1,6,0,2,2,0
131,131,2017-01-06 11:00:00,17.88062449,2017,1,6,4,11,1,1,6,0,2,2,0
132,132,2017-01-06 12:00:00,19.31316377,2017,1,6,4,12,1,1,6,1,2,2,0
133,133,2017-01-06 13:00:00,22.07041128,2017,1,6,4,13,1,1,6,1,3,3,0
134,134,2017-01-06 14:00:00,19.32455974,2017,1,6,4,14,1,1,6,1,3,3,0
135,135,2017-01-06 15:00:00,15.464834900000001,2017,1,6,4,15,1,1,6,1,3,3,0
136,136,2017-01-06 16:00:00,15.49305212,2017,1,6,4,16,1,1,6,1,3,3,0
137,137,2017-01-06 17:00:00,7.410663008999999,2017,1,6,4,17,1,1,6,1,3,3,0
138,138,2017-01-06 18:00:00,10.70230315,2017,1,6,4,18,1,1,6,1,3,3,0
139,139,2017-01-06 19:00:00,10.637870300000001,2017,1,6,4,19,1,1,6,1,4,4,0
140,140,2017-01-06 20:00:00,22.30837393,2017,1,6,4,20,1,1,6,1,4,4,0
141,141,2017-01-06 21:00:00,45.55106337,2017,1,6,4,21,1,1,6,1,4,4,0
142,142,2017-01-06 22:00:00,37.8408453,2017,1,6,4,22,1,1,6,1,4,4,0
143,143,2017-01-06 23:00:00,37.79109996,2017,1,6,4,23,1,1,6,1,4,4,0
144,144,2017-01-07 00:00:00,50.40111545,2017,1,7,5,0,1,1,7,0,4,4,0
145,145,2017-01-07 01:00:00,48.18210878,2017,1,7,5,1,1,1,7,0,1,1,0
146,146,2017-01-07 02:00:00,47.82869486,2017,1,7,5,2,1,1,7,0,1,1,0
147,147,2017-01-07 03:00:00,48.92904872,2017,1,7,5,3,1,1,7,0,1,1,0
148,148,2017-01-07 04:00:00,49.85827567,2017,1,7,5,4,1,1,7,0,1,1,0
149,149,2017-01-07 05:00:00,47.75283863,2017,1,7,5,5,1,1,7,0,1,1,0
150,150,2017-01-07 06:00:00,49.54772466,2017,1,7,5,6,1,1,7,0,1,1,0
151,151,2017-01-07 07:00:00,40.14849512,2017,1,7,5,7,1,1,7,0,2,2,0
152,152,2017-01-07 08:00:00,22.20200041,2017,1,7,5,8,1,1,7,0,2,2,0
153,153,2017-01-07 09:00:00,22.46809181,2017,1,7,5,9,1,1,7,0,2,2,0
154,154,2017-01-07 10:00:00,25.90171759,2017,1,7,5,10,1,1,7,0,2,2,0
155,155,2017-01-07 11:00:00,13.30846687,2017,1,7,5,11,1,1,7,0,2,2,0
156,156,2017-01-07 12:00:00,19.68658036,2017,1,7,5,12,1,1,7,1,2,2,0
157,157,2017-01-07 13:00:00,17.37472399,2017,1,7,5,13,1,1,7,1,3,3,0
158,158,2017-01-07 14:00:00,26.70278181,2017,1,7,5,14,1,1,7,1,3,3,0
159,159,2017-01-07 15:00:00,17.66573979,2017,1,7,5,15,1,1,7,1,3,3,0
160,160,2017-01-07 16:00:00,16.57825663,2017,1,7,5,16,1,1,7,1,3,3,0
161,161,2017-01-07 17:00:00,11.49302137,2017,1,7,5,17,1,1,7,1,3,3,0
162,162,2017-01-07 18:00:00,22.53092866,2017,1,7,5,18,1,1,7,1,3,3,0
163,163,2017-01-07 19:00:00,31.55926167,2017,1,7,5,19,1,1,7,1,4,4,0
164,164,2017-01-07 20:00:00,41.20998077,2017,1,7,5,20,1,1,7,1,4,4,0
165,165,2017-01-07 21:00:00,40.16778996,2017,1,7,5,21,1,1,7,1,4,4,0
166,166,2017-01-07 22:00:00,35.175395,2017,1,7,5,22,1,1,7,1,4,4,0
167,167,2017-01-07 23:00:00,33.350155,2017,1,7,5,23,1,1,7,1,4,4,0
168,168,2017-01-08 00:00:00,45.02945502,2017,1,8,6,0,1,1,8,0,4,4,1
169,169,2017-01-08 01:00:00,46.27002343,2017,1,8,6,1,1,1,8,0,1,1,1
170,170,2017-01-08 02:00:00,45.65299811,2017,1,8,6,2,1,1,8,0,1,1,1
171,171,2017-01-08 03:00:00,46.07199492,2017,1,8,6,3,1,1,8,0,1,1,1
172,172,2017-01-08 04:00:00,45.51427407,2017,1,8,6,4,1,1,8,0,1,1,1
173,173,2017-01-08 05:00:00,44.50013047,2017,1,8,6,5,1,1,8,0,1,1,1
174,174,2017-01-08 06:00:00,48.62470619,2017,1,8,6,6,1,1,8,0,1,1,1
175,175,2017-01-08 07:00:00,40.45019105,2017,1,8,6,7,1,1,8,0,2,2,1
176,176,2017-01-08 08:00:00,44.07312755,2017,1,8,6,8,1,1,8,0,2,2,1
177,177,2017-01-08 09:00:00,43.41774003,2017,1,8,6,9,1,1,8,0,2,2,1
178,178,2017-01-08 10:00:00,33.54299461,2017,1,8,6,10,1,1,8,0,2,2,1
179,179,2017-01-08 11:00:00,35.43886046,2017,1,8,6,11,1,1,8,0,2,2,1
180,180,2017-01-08 12:00:00,35.151540399999995,2017,1,8,6,12,1,1,8,1,2,2,1
181,181,2017-01-08 13:00:00,42.01795359,2017,1,8,6,13,1,1,8,1,3,3,1
182,182,2017-01-08 14:00:00,44.35885003,2017,1,8,6,14,1,1,8,1,3,3,1
183,183,2017-01-08 15:00:00,41.85665755,2017,1,8,6,15,1,1,8,1,3,3,1
184,184,2017-01-08 16:00:00,46.9843695,2017,1,8,6,16,1,1,8,1,3,3,1
185,185,2017-01-08 17:00:00,44.55842687,2017,1,8,6,17,1,1,8,1,3,3,1
186,186,2017-01-08 18:00:00,36.75002629,2017,1,8,6,18,1,1,8,1,3,3,1
187,187,2017-01-08 19:00:00,41.04219346,2017,1,8,6,19,1,1,8,1,4,4,1
188,188,2017-01-08 20:00:00,44.91175342,2017,1,8,6,20,1,1,8,1,4,4,1
189,189,2017-01-08 21:00:00,38.00258426,2017,1,8,6,21,1,1,8,1,4,4,1
190,190,2017-01-08 22:00:00,39.56533591,2017,1,8,6,22,1,1,8,1,4,4,1
191,191,2017-01-08 23:00:00,44.88975359,2017,1,8,6,23,1,1,8,1,4,4,1
192,192,2017-01-09 00:00:00,46.89737259,2017,1,9,0,0,1,2,9,0,4,4,0
193,193,2017-01-09 01:00:00,47.51728708,2017,1,9,0,1,1,2,9,0,1,1,0
194,194,2017-01-09 02:00:00,46.77890873,2017,1,9,0,2,1,2,9,0,1,1,0
195,195,2017-01-09 03:00:00,46.59530965,2017,1,9,0,3,1,2,9,0,1,1,0
196,196,2017-01-09 04:00:00,47.28466609,2017,1,9,0,4,1,2,9,0,1,1,0
197,197,2017-01-09 05:00:00,45.68025562,2017,1,9,0,5,1,2,9,0,1,1,0
198,198,2017-01-09 06:00:00,42.42232551,2017,1,9,0,6,1,2,9,0,1,1,0
199,199,2017-01-09 07:00:00,27.94660201,2017,1,9,0,7,1,2,9,0,2,2,0
200,200,2017-01-09 08:00:00,14.91046636,2017,1,9,0,8,1,2,9,0,2,2,0
201,201,2017-01-09 09:00:00,21.87220143,2017,1,9,0,9,1,2,9,0,2,2,0
202,202,2017-01-09 10:00:00,31.45463229,2017,1,9,0,10,1,2,9,0,2,2,0
203,203,2017-01-09 11:00:00,17.40291937,2017,1,9,0,11,1,2,9,0,2,2,0
204,204,2017-01-09 12:00:00,20.51591579,2017,1,9,0,12,1,2,9,1,2,2,0
205,205,2017-01-09 13:00:00,21.73016652,2017,1,9,0,13,1,2,9,1,3,3,0
206,206,2017-01-09 14:00:00,13.8174413,2017,1,9,0,14,1,2,9,1,3,3,0
207,207,2017-01-09 15:00:00,15.87921957,2017,1,9,0,15,1,2,9,1,3,3,0
208,208,2017-01-09 16:00:00,12.30524083,2017,1,9,0,16,1,2,9,1,3,3,0
209,209,2017-01-09 17:00:00,17.21710414,2017,1,9,0,17,1,2,9,1,3,3,0
210,210,2017-01-09 18:00:00,11.00704849,2017,1,9,0,18,1,2,9,1,3,3,0
211,211,2017-01-09 19:00:00,19.57326069,2017,1,9,0,19,1,2,9,1,4,4,0
212,212,2017-01-09 20:00:00,41.22733085,2017,1,9,0,20,1,2,9,1,4,4,0
213,213,2017-01-09 21:00:00,45.00668776,2017,1,9,0,21,1,2,9,1,4,4,0
214,214,2017-01-09 22:00:00,43.0148001,2017,1,9,0,22,1,2,9,1,4,4,0
215,215,2017-01-09 23:00:00,43.67710204,2017,1,9,0,23,1,2,9,1,4,4,0
216,216,2017-01-10 00:00:00,48.40018923,2017,1,10,1,0,1,2,10,0,4,4,0
217,217,2017-01-10 01:00:00,49.86170544,2017,1,10,1,1,1,2,10,0,1,1,0
218,218,2017-01-10 02:00:00,48.01945877,2017,1,10,1,2,1,2,10,0,1,1,0
219,219,2017-01-10 03:00:00,49.40212743,2017,1,10,1,3,1,2,10,0,1,1,0
220,220,2017-01-10 04:00:00,47.72174178,2017,1,10,1,4,1,2,10,0,1,1,0
221,221,2017-01-10 05:00:00,47.95785199,2017,1,10,1,5,1,2,10,0,1,1,0
222,222,2017-01-10 06:00:00,42.40176994,2017,1,10,1,6,1,2,10,0,1,1,0
223,223,2017-01-10 07:00:00,26.0966642,2017,1,10,1,7,1,2,10,0,2,2,0
224,224,2017-01-10 08:00:00,11.297308300000001,2017,1,10,1,8,1,2,10,0,2,2,0
225,225,2017-01-10 09:00:00,18.89114203,2017,1,10,1,9,1,2,10,0,2,2,0
226,226,2017-01-10 10:00:00,19.557844,2017,1,10,1,10,1,2,10,0,2,2,0
227,227,2017-01-10 11:00:00,24.20246641,2017,1,10,1,11,1,2,10,0,2,2,0
228,228,2017-01-10 12:00:00,19.75018988,2017,1,10,1,12,1,2,10,1,2,2,0
229,229,2017-01-10 13:00:00,20.30806078,2017,1,10,1,13,1,2,10,1,3,3,0
230,230,2017-01-10 14:00:00,17.92473803,2017,1,10,1,14,1,2,10,1,3,3,0
231,231,2017-01-10 15:00:00,16.91231937,2017,1,10,1,15,1,2,10,1,3,3,0
232,232,2017-01-10 16:00:00,15.98744844,2017,1,10,1,16,1,2,10,1,3,3,0
233,233,2017-01-10 17:00:00,10.40313416,2017,1,10,1,17,1,2,10,1,3,3,0
234,234,2017-01-10 18:00:00,11.77482407,2017,1,10,1,18,1,2,10,1,3,3,0
235,235,2017-01-10 19:00:00,21.05529377,2017,1,10,1,19,1,2,10,1,4,4,0
236,236,2017-01-10 20:00:00,36.32282051,2017,1,10,1,20,1,2,10,1,4,4,0
237,237,2017-01-10 21:00:00,42.8978223,2017,1,10,1,21,1,2,10,1,4,4,0
238,238,2017-01-10 22:00:00,35.88633582,2017,1,10,1,22,1,2,10,1,4,4,0
239,239,2017-01-10 23:00:00,42.65256903,2017,1,10,1,23,1,2,10,1,4,4,0
240,240,2017-01-11 00:00:00,48.01370645,2017,1,11,2,0,1,2,11,0,4,4,0
241,241,2017-01-11 01:00:00,48.83545502,2017,1,11,2,1,1,2,11,0,1,1,0
242,242,2017-01-11 02:00:00,47.02411476,2017,1,11,2,2,1,2,11,0,1,1,0
243,243,2017-01-11 03:00:00,49.05510693,2017,1,11,2,3,1,2,11,0,1,1,0
244,244,2017-01-11 04:00:00,47.1398474,2017,1,11,2,4,1,2,11,0,1,1,0
245,245,2017-01-11 05:00:00,46.89427879,2017,1,11,2,5,1,2,11,0,1,1,0
246,246,2017-01-11 06:00:00,42.01954783,2017,1,11,2,6,1,2,11,0,1,1,0
247,247,2017-01-11 07:00:00,29.21588608,2017,1,11,2,7,1,2,11,0,2,2,0
248,248,2017-01-11 08:00:00,15.68014665,2017,1,11,2,8,1,2,11,0,2,2,0
249,249,2017-01-11 09:00:00,14.10570534,2017,1,11,2,9,1,2,11,0,2,2,0
250,250,2017-01-11 10:00:00,22.93597272,2017,1,11,2,10,1,2,11,0,2,2,0
251,251,2017-01-11 11:00:00,25.05760474,2017,1,11,2,11,1,2,11,0,2,2,0
252,252,2017-01-11 12:00:00,20.15228794,2017,1,11,2,12,1,2,11,1,2,2,0
253,253,2017-01-11 13:00:00,13.41457111,2017,1,11,2,13,1,2,11,1,3,3,0
254,254,2017-01-11 14:00:00,24.22210957,2017,1,11,2,14,1,2,11,1,3,3,0
255,255,2017-01-11 15:00:00,22.4139138,2017,1,11,2,15,1,2,11,1,3,3,0
256,256,2017-01-11 16:00:00,16.23335534,2017,1,11,2,16,1,2,11,1,3,3,0
257,257,2017-01-11 17:00:00,9.26539275,2017,1,11,2,17,1,2,11,1,3,3,0
258,258,2017-01-11 18:00:00,10.11339149,2017,1,11,2,18,1,2,11,1,3,3,0
259,259,2017-01-11 19:00:00,21.12337899,2017,1,11,2,19,1,2,11,1,4,4,0
260,260,2017-01-11 20:00:00,35.75299429,2017,1,11,2,20,1,2,11,1,4,4,0
261,261,2017-01-11 21:00:00,45.96975648,2017,1,11,2,21,1,2,11,1,4,4,0
262,262,2017-01-11 22:00:00,40.24104883,2017,1,11,2,22,1,2,11,1,4,4,0
263,263,2017-01-11 23:00:00,42.79468373,2017,1,11,2,23,1,2,11,1,4,4,0
264,264,2017-01-12 00:00:00,49.79884719,2017,1,12,3,0,1,2,12,0,4,4,0
265,265,2017-01-12 01:00:00,49.68381336,2017,1,12,3,1,1,2,12,0,1,1,0
266,266,2017-01-12 02:00:00,45.92108257,2017,1,12,3,2,1,2,12,0,1,1,0
267,267,2017-01-12 03:00:00,49.57712542,2017,1,12,3,3,1,2,12,0,1,1,0
268,268,2017-01-12 04:00:00,46.69742697,2017,1,12,3,4,1,2,12,0,1,1,0
269,269,2017-01-12 05:00:00,47.58790607,2017,1,12,3,5,1,2,12,0,1,1,0
270,270,2017-01-12 06:00:00,44.53748022,2017,1,12,3,6,1,2,12,0,1,1,0
271,271,2017-01-12 07:00:00,30.14370875,2017,1,12,3,7,1,2,12,0,2,2,0
272,272,2017-01-12 08:00:00,16.09281639,2017,1,12,3,8,1,2,12,0,2,2,0
273,273,2017-01-12 09:00:00,16.00996717,2017,1,12,3,9,1,2,12,0,2,2,0
274,274,2017-01-12 10:00:00,22.52766565,2017,1,12,3,10,1,2,12,0,2,2,0
275,275,2017-01-12 11:00:00,22.0655043,2017,1,12,3,11,1,2,12,0,2,2,0
276,276,2017-01-12 12:00:00,19.108368300000002,2017,1,12,3,12,1,2,12,1,2,2,0
277,277,2017-01-12 13:00:00,21.14311134,2017,1,12,3,13,1,2,12,1,3,3,0
278,278,2017-01-12 14:00:00,16.18751588,2017,1,12,3,14,1,2,12,1,3,3,0
279,279,2017-01-12 15:00:00,11.62247361,2017,1,12,3,15,1,2,12,1,3,3,0
280,280,2017-01-12 16:00:00,13.8478886,2017,1,12,3,16,1,2,12,1,3,3,0
281,281,2017-01-12 17:00:00,10.831954300000001,2017,1,12,3,17,1,2,12,1,3,3,0
282,282,2017-01-12 18:00:00,11.17903316,2017,1,12,3,18,1,2,12,1,3,3,0
283,283,2017-01-12 19:00:00,23.655905100000002,2017,1,12,3,19,1,2,12,1,4,4,0
284,284,2017-01-12 20:00:00,37.66340491,2017,1,12,3,20,1,2,12,1,4,4,0
285,285,2017-01-12 21:00:00,45.84056055,2017,1,12,3,21,1,2,12,1,4,4,0
286,286,2017-01-12 22:00:00,36.49120814,2017,1,12,3,22,1,2,12,1,4,4,0
287,287,2017-01-12 23:00:00,42.20852811,2017,1,12,3,23,1,2,12,1,4,4,0
